gene	aRRA	p_value	significant	# sgRNAs	# signif. sgRNAs	mean	std	cat
Tango6__1	0.0001545673039852	0.0003	True	5	4	-2.482808200921656	1.3998297809092053	Significant
Prpf40a__1	0.0001558641962504	0.0003	True	5	3	-3.036199847918626	0.26959995906708056	Significant
Bop1__1	0.0001566343246158	0.0003	True	4	4	-3.3351727746604296	0.513528407135739	Significant
Elp2__1	0.0001568570142193	0.0003	True	6	4	-2.082128225564624	0.35929641441818794	Significant
Tmem60__1	0.0001581208167241	0.0003	True	10	6	-1.2257650665987438	0.3109377340248268	Significant
Sgms1__1	0.0001588344338204	0.0003	True	5	4	-2.246217345378809	0.6042394332208083	Significant
Kif23__1	0.0001590219430923	0.0003	True	5	4	-2.0325647043621515	0.3555643940057712	Significant
Vars2__1	0.0001598038470376	0.0003	True	5	5	-3.112502895302588	0.977059922215805	Significant
Taf10__1	0.0001600373636333	0.0003	True	5	4	-2.4710866895836476	0.7699306550724577	Significant
Dtymk__1	0.0001601257454889	0.0003	True	5	4	-3.3410006919632185	0.9367166030794096	Significant
LOC113839136__1	0.0001603376633667	0.0003	True	3	3	-3.8731331459002045	0.6668803247247155	Significant
Usp8__1	0.0001607791498896	0.0003	True	5	5	-2.1210127516910635	0.3117552490427107	Significant
Ppp1r10__1	0.0001646478063721	0.0003	True	5	4	-2.403071736986543	0.32421414622197625	Significant
Impdh2__1	0.0001649175391406	0.0003	True	5	4	-2.2789545709162193	0.27392368986259613	Significant
Kpnb1__1	0.0001649854094352	0.0003	True	5	5	-4.179950613677198	1.0645847788695577	Significant
Pgm3__1	0.0001654325191498	0.0003	True	5	5	-2.929928631359619	0.522698771139019	Significant
U2af1__1	0.0001669830920641	0.0003	True	5	4	-2.449069498508218	0.938379136715307	Significant
Adsl__1	0.0001673614854428	0.0003	True	5	5	-2.1915320408498316	0.885674628747279	Significant
Snrpc__1	0.0001673990620227	0.0003	True	5	4	-3.0041330881868724	0.933601191890916	Significant
Rabif__1	0.000168204164359	0.0003	True	5	3	-2.793958496292747	0.3876741092141954	Significant
Tardbp__1	0.0001682193808334	0.0003	True	5	4	-2.812708984378447	0.456675089394499	Significant
Ints5__1	0.0001689249076471	0.0003	True	5	4	-2.5185489544064783	0.778845056009117	Significant
Rpl5|Ephx2	0.0001691140298518	0.0003	True	4	3	-3.6025843549351784	0.6865503632276245	Significant
Msmo1__1	0.000169454112137	0.0003	True	5	5	-3.2717231475750035	0.47800542525560935	Significant
Hmbs__1	0.0001701243192921	0.0003	True	5	5	-2.7979083691877213	0.4987088225053287	Significant
Rpl4__1	0.0001710601825938	0.0003	True	7	6	-2.6903065956946	0.8002898913547514	Significant
Sdhaf2__1	0.0001729649052336	0.0003	True	5	4	-2.753002448465455	0.8040607485947994	Significant
Nfe2l1__1	0.0001729883006774	0.0003	True	5	5	-2.9221856558302512	0.10804746202404007	Significant
Cdc7__1	0.0001739623314384	0.0003	True	5	5	-2.1725598895523994	0.44809584402539976	Significant
Cse1l__1	0.0001746116016055	0.0003	True	5	4	-3.428166472730744	1.0810753729777334	Significant
Gpd1l__1	0.0001776062399832	0.0003	True	5	4	-2.247635437299221	0.11753220782611727	Significant
Far1__1	0.0001783143491952	0.0003	True	5	4	-3.2691928121344866	1.208416693296505	Significant
Nedd1__1	0.0001784228659838	0.0003	True	5	4	-2.5093506855271652	0.288527331282803	Significant
Gemin2__1	0.0001795316822279	0.0003	True	5	5	-2.801087165862541	0.891161833302652	Significant
Med1__1	0.0001795316822279	0.0003	True	5	5	-2.4381248364128263	0.16547279099274997	Significant
Cenpm__1	0.0001809367039233	0.0003	True	5	5	-3.0901593802252156	0.8389843107964714	Significant
Txnl4b__1	0.0001826731767806	0.0003	True	5	4	-2.388326702997686	0.5891310117789937	Significant
Rpl31__1	0.00018636427481	0.0003	True	7	4	-1.678905280527263	0.5857135069975319	Significant
Espl1__1	0.0001873381452936	0.0003	True	5	4	-3.196558091540528	1.2162975058261218	Significant
Timm22__1	0.0001873740286448	0.0003	True	5	5	-1.865113461633587	0.22730989465426568	Significant
Lyrm4__1	0.0001876504526266	0.0003	True	5	5	-3.7291970509866235	1.147125291311901	Significant
Dhx37__1	0.0001878902793347	0.0003	True	5	4	-3.7195475538436127	0.9209641863945368	Significant
LOC100761624__1	0.0001890803319448	0.0003	True	5	5	-3.3781449348022576	0.5318462127392217	Significant
Mrps24__1	0.0001897768809943	0.0003	True	4	3	-2.8744834252780898	0.9126821425411573	Significant
Eif2s1__1	0.0001929579539739	0.0003	True	5	4	-2.297086032759709	0.3085597729164861	Significant
Mmachc__1	0.0001929579539739	0.0003	True	5	4	-2.378810207670622	0.4073079798565844	Significant
Eif2b5__1	0.0001932183413923	0.0003	True	5	4	-1.8505307139577643	0.38791818735924727	Significant
Mrps11__1	0.00019552989203	0.0003	True	5	4	-2.603481846991764	0.6621383944643472	Significant
Med7__1	0.000195968348842	0.0003	True	5	4	-1.7641371705774755	0.6302770047226763	Significant
Mrps34__1	0.0001971009386909	0.0003	True	5	5	-2.2312358620598944	0.13986112154100366	Significant
Prpf4b__1	0.0001971009386909	0.0003	True	5	5	-2.851554973323582	0.34610996752882	Significant
Ggps1__1	0.0001974204897176	0.0003	True	5	4	-2.2056520666312744	0.9673625810658161	Significant
Wdr3__1	0.0001985150666659	0.0003	True	5	5	-3.7733089716772685	0.8668843670520185	Significant
Rpa1__1	0.0001987244366952	0.0003	True	5	5	-2.710815403401023	0.35315829775184654	Significant
Emc3__1	0.000198747607269	0.0003	True	5	4	-1.9626933034069824	0.3894120666197616	Significant
Lsm6__1	0.0001996059118194	0.0003	True	5	5	-2.4663721820618005	0.6983783916354955	Significant
Alg1__1	0.0002005043941368	0.0003	True	5	5	-2.4172706529695596	0.6244648388094147	Significant
LOC107977672__1	0.0002021135704216	0.0003	True	8	5	-1.4844096748616966	0.36592413155473685	Significant
Dctn1__1	0.0002030393815631	0.0003	True	5	4	-2.725691155005588	0.6662859350807898	Significant
Nom1__1	0.0002034009606955	0.0003	True	5	5	-2.2196382232451626	0.18597439770061586	Significant
Alg8__1	0.0002036258579397	0.0003	True	5	4	-1.8553471942560567	0.24681853461073514	Significant
Cpsf1__1	0.0002038896508225	0.0003	True	5	3	-2.9119885685748623	1.4637096111324834	Significant
Exoc3__1	0.0002045306090403	0.0003	True	6	4	-1.9998678252956787	0.4142394035261472	Significant
Kif14__1	0.0002053929120246	0.0003	True	5	4	-2.5761403572423482	0.8099650530409507	Significant
Setd1a__1	0.0002057844808024	0.0003	True	10	6	-1.2236407880615152	0.32758374949604924	Significant
Snap23__1	0.0002064428324016	0.0003	True	6	5	-2.5833795110621165	0.44923437590281023	Significant
Iars2__1	0.0002067041807652	0.0003	True	5	5	-2.3547060375192457	0.9184860905534706	Significant
Zc3h18__1	0.0002070667982879	0.0003	True	10	6	-1.3206622796837038	0.09405355325843064	Significant
Ngdn__1	0.0002083530092353	0.0003	True	5	5	-2.0546559701444513	0.3335281973591309	Significant
Ftsj3__1	0.0002090682479882	0.0003	True	5	5	-2.4250736002680897	0.5336304526402954	Significant
Ddx20__1	0.0002093816435034	0.0003	True	5	4	-2.9223952926518093	1.42130544636676	Significant
Tiparp__1	0.0002108080154094	0.0003	True	5	5	-3.249022476657706	0.23417699420630056	Significant
Cdc73__1	0.0002113198125977	0.0003	True	5	4	-2.477708962643721	0.6581138028967882	Significant
Ggnbp2__1	0.0002123977958734	0.0003	True	9	7	-1.2539771340698649	0.2414817207982667	Significant
Rpl3__1	0.0002125059513666	0.0003	True	5	5	-3.5504101424680847	0.6615032526663767	Significant
Nvl__1	0.000215888425321	0.0004	True	5	3	-2.412387029901507	0.5910156655747801	Significant
Mrps18a__2	0.0002172792234121	0.0004	True	5	4	-2.0005726180402124	0.7155653910574666	Significant
Tgs1__1	0.0002180864004064	0.0004	True	5	4	-2.1847345528968183	0.6658308426201014	Significant
Polr2h__1	0.0002183242328229	0.0004	True	5	4	-2.29758936438429	0.4422031496772831	Significant
Mia3__1	0.0002195560056979	0.0004	True	5	3	-1.5825091593196776	1.2258037354000297	Significant
LOC100772531__1	0.000221915115077	0.0004	True	5	4	-2.9837197941687057	0.7295956136751074	Significant
Rcl1__1	0.000222559400569	0.0004	True	9	5	-1.4380484161908622	0.450350509485129	Significant
Cog6__1	0.0002231702333309	0.0004	True	5	4	-2.045639153279121	0.7362937765074478	Significant
Gspt1__1	0.0002231927006655	0.0004	True	5	3	-1.7849409574346449	0.4685201443227738	Significant
Mat2a__1	0.0002233380276148	0.0004	True	5	3	-2.6671408914533576	0.6800849147158633	Significant
Ssrp1__1	0.0002236059352756	0.0004	True	5	4	-1.9706670244389213	0.4769945268483155	Significant
Rsl24d1__1	0.0002239937611969	0.0004	True	5	4	-2.1766301540401587	0.3947147287118941	Significant
Pot1__1	0.0002247962144886	0.0004	True	5	4	-2.698912698274722	0.9086716537321528	Significant
Pprc1__1	0.0002257203313538	0.0004	True	7	6	-1.8372165095999253	0.5749539084741235	Significant
Scamp4|Adat3	0.0002266712965989	0.0004	True	5	5	-2.8673089443665423	0.41816335960338824	Significant
Arfrp1__1	0.0002271145590232	0.0004	True	5	4	-2.523209441993087	0.5495743892373841	Significant
LOC100773141__1	0.0002275542365258	0.0004	True	7	6	-1.5960809523035557	0.6591890558147624	Significant
LOC100753568__1	0.0002305174869579	0.0004	True	10	5	-0.7378833509696501	0.3416741555868882	Significant
LOC100750593__1	0.0002308822708911	0.0004	True	5	3	-2.6899016933994284	1.145270194549219	Significant
Get1__2	0.0002311606045706	0.0004	True	5	4	-2.897720354527648	1.2307986043714825	Significant
Mrpl50__1	0.000232454712563	0.0004	True	5	4	-2.6616565994359984	0.7663268177181665	Significant
Rps15__1	0.000232685835093	0.0004	True	5	5	-2.650373329212791	1.048502133385429	Significant
Coq7__1	0.000233261321808	0.0004	True	5	5	-2.2031530558972263	0.9299192320612929	Significant
Dars2__1	0.0002333037928954	0.0004	True	5	4	-2.8807972481335593	0.5713854837554436	Significant
Zzz3__1	0.0002341551971641	0.0004	True	5	4	-3.148532164049327	0.6907539863314597	Significant
Polr3f__1	0.0002347575898996	0.0004	True	5	4	-3.026811976101117	0.530030657473656	Significant
Isy1__1	0.0002349586455266	0.0004	True	5	4	-2.2188655816712672	0.5289298438870633	Significant
Paf1__1	0.0002361676926658	0.0004	True	5	4	-1.9081997507972375	0.31322053714862613	Significant
Haus8__1	0.0002361974181883	0.0004	True	5	5	-2.8502530438559366	0.6865270105464737	Significant
Psma6__1	0.0002380407747067	0.0004	True	5	4	-2.5603228586026314	0.454425725031849	Significant
Sec31a__1	0.0002385350820144	0.0005	True	5	5	-2.987846615162219	0.6979148912848115	Significant
Opa1__1	0.0002391630060988	0.0005	True	5	5	-2.0054797424027204	0.3680288695470902	Significant
Haus1__1	0.0002398739055346	0.0005	True	5	4	-2.1897084602403534	1.5017956422475436	Significant
LOC100772005__1	0.0002430041881554	0.0005	True	5	4	-2.1387267789673605	0.23781663379114512	Significant
Pdhb__1	0.0002447128767005	0.0005	True	5	5	-2.3831941815918545	0.49528511798830255	Significant
Nelfcd__1	0.0002449177504369	0.0005	True	5	4	-1.8960731097679115	0.7940594228168919	Significant
Cul3__1	0.0002461650082229	0.0005	True	5	4	-2.2415161025200674	0.3263000056665165	Significant
Polr1g__1	0.0002470712368509	0.0005	True	5	4	-3.213387142841717	0.9328413469391738	Significant
Pex26__1	0.0002505609325617	0.0005	True	5	3	-3.067770701642813	0.9941094390702855	Significant
Rbfa__1	0.0002510350805422	0.0005	True	5	3	-2.613169268413011	0.35551769348493784	Significant
Rbms1__1	0.0002514994775188	0.0005	True	5	5	-1.5845588982189087	0.17339115203877387	Significant
Sae1__1	0.0002520080255149	0.0006	True	5	3	-2.459443435761698	0.1899407052414817	Significant
Bud23__1	0.0002540153290346	0.0006	True	5	4	-2.600847748666261	0.5900949317619287	Significant
Ddx56__1	0.0002559886971126	0.0006	True	5	5	-2.3371581655304055	0.7467894047377334	Significant
Nolc1__1	0.0002563153663067	0.0006	True	5	4	-1.6881800724166751	1.089612782335353	Significant
Tpr__1	0.0002565210270789	0.0006	True	10	5	-1.023041239176173	0.3833468713466802	Significant
Casp8ap2__1	0.0002565838225863	0.0006	True	5	4	-2.1468734285561166	0.03959386508434458	Significant
Thoc3__1	0.0002570137911935	0.0006	True	5	4	-2.199124999070713	0.7200618279861544	Significant
Slc39a10__1	0.0002580371323322	0.0006	True	5	4	-2.128794525904163	0.14908651351350097	Significant
Orc4__1	0.0002583465069366	0.0006	True	5	5	-2.3783968456543305	0.10982531706111055	Significant
Mrto4__1	0.0002586592101695	0.0006	True	5	5	-2.7836706786627623	0.26028873974502975	Significant
Sympk__1	0.000259823331442	0.0006	True	5	5	-2.340317644706242	0.5266738996607804	Significant
Cenpl__1	0.0002599302305726	0.0006	True	5	4	-2.126457257905699	0.35276917042011896	Significant
Med22__1	0.0002600387213023	0.0006	True	5	4	-2.126327229881369	0.41424993846190156	Significant
Dnmt1__1	0.000262364848227	0.0006	True	5	4	-2.9196400908804208	0.8272379638045289	Significant
Wdr61__1	0.0002627519801862	0.0006	True	5	5	-2.715954146750753	0.7406726113783514	Significant
Rptor__1	0.0002639308075793	0.0006	True	5	5	-1.8851863422848338	0.19416734830312357	Significant
Tamm41__1	0.0002661209714766	0.0007	True	5	5	-3.5376309602059526	0.8715833821792602	Significant
Agps__1	0.0002668204533052	0.0007	True	5	4	-3.68091087266169	1.1203412622027804	Significant
Rbm39__1	0.0002668548191532	0.0007	True	5	3	-2.1019102234566978	1.0034746837972606	Significant
Gale__1	0.0002699428084631	0.0007	True	5	4	-2.264437530607898	0.2689555385650586	Significant
Sf1__1	0.000271508500608	0.0007	True	5	4	-2.372361620943012	0.668491382639702	Significant
Ctdp1__1	0.0002728142499833	0.0007	True	5	5	-2.851695017963717	0.17005680616600977	Significant
Xpo1__1	0.0002755771167735	0.0007	True	5	5	-3.771196060153883	1.2711396503422072	Significant
Ufsp2__1	0.0002772912665398	0.0007	True	10	7	-0.9560038504551471	0.5961803017312267	Significant
Atrip__1	0.0002787417049315	0.0007	True	5	5	-2.5446675885143852	0.8683611030488357	Significant
Timmdc1__1	0.0002794541616318	0.0007	True	5	5	-3.2056520666312744	1.0530191294427502	Significant
Ints2__1	0.0002802419034064	0.0007	True	5	4	-2.498175572267701	0.24665941033745956	Significant
Eefsec__1	0.0002810744576782	0.0007	True	5	5	-1.2391471690401388	0.3599120431057769	Significant
Rbm15__1	0.0002816002770948	0.0007	True	10	5	-1.060211635504494	0.5338625546467011	Significant
Ash2l__1	0.0002837588476428	0.0007	True	5	4	-2.184241980459473	0.4064478964163356	Significant
Riok2__1	0.0002837588476428	0.0007	True	6	4	-2.1668013284363106	0.876152825529784	Significant
Spdl1__1	0.0002845126190384	0.0007	True	4	4	-2.126237731591144	0.032452163183168424	Significant
Sdhb__1	0.0002853878032838	0.0007	True	5	3	-1.8329754194654295	0.6175207866812059	Significant
Rps10__1	0.0002856751984588	0.0007	True	5	4	-2.7856611003475416	0.1743874946996446	Significant
Psmd2__1	0.0002863410810752	0.0007	True	6	6	-2.8997555181850427	0.39451600835611744	Significant
LOC100771702__1	0.0002875427318457	0.0007	True	5	4	-2.1383989548188493	0.6940835324767316	Significant
Acd__1	0.0002884980073721	0.0007	True	5	4	-3.1826341357798915	0.685952799853543	Significant
Eif3b__1	0.0002885866069801	0.0007	True	5	3	-2.422985797321113	0.2881583415572596	Significant
LOC113836680__1	0.0002896546353202	0.0007	True	5	4	-2.9880342377076996	1.0404900479302466	Significant
Coq6__1	0.0002897126684644	0.0007	True	5	4	-3.3845382086110964	0.5250086328395808	Significant
Dld__1	0.0002898760957697	0.0007	True	5	5	-2.753730737689561	0.9691166289678271	Significant
LOC100767241__1	0.0002902384845448	0.0007	True	5	3	-1.9802938576621414	1.2554414415387642	Significant
Rpl19__1	0.0002932003000975	0.0007	True	5	4	-2.0888393717144687	0.8806226542845119	Significant
Ten1__1	0.0002948051776464	0.0007	True	5	5	-2.7786570216211945	0.6686529236794181	Significant
Ckap5__1	0.0002956418238632	0.0007	True	5	4	-2.256023002009036	0.36088234316209566	Significant
Sap130__1	0.000295973602858	0.0007	True	5	4	-2.848813187379569	0.33968660231636033	Significant
Pop1__1	0.0002964191398308	0.0007	True	5	4	-3.099348719274995	1.1100958137252008	Significant
Wdr1__2	0.0002970949542532	0.0007	True	7	5	-1.5910426208347146	0.04709315001447008	Significant
Slc5a6__1	0.0002978966495918	0.0007	True	5	4	-2.966516187291222	0.4077277887308965	Significant
Mcl1__1	0.0002995523479743	0.0007	True	5	5	-2.703442129785584	0.32511380792401295	Significant
Rpl7a__1	0.0003023890961692	0.0007	True	4	4	-3.2208506742848426	0.7464449305824225	Significant
Mrps26__1	0.0003034193325811	0.0007	True	5	5	-3.037387221506619	0.8101540773360114	Significant
Phf5a__1	0.000304399778442	0.0007	True	4	3	-2.5645575116765853	0.461322035294828	Significant
Creb1__1	0.0003055896322501	0.0007	True	10	6	-1.1580921029761684	0.06938384775335926	Significant
Zeb1__2	0.0003071840909907	0.0007	True	10	6	-0.8742232712391351	0.13914458007041816	Significant
Tkt__1	0.000309869523517	0.0007	True	5	4	-2.0690908637904197	0.8708996433307828	Significant
Smim26__1	0.0003112897175037	0.0007	True	10	5	-1.463880199020132	0.3902369847759532	Significant
Rnf111__1	0.0003142553510775	0.0007	True	10	5	-0.9294020481281846	0.07942575526241662	Significant
Taf3__1	0.0003153569852227	0.0007	True	10	7	-1.3704442550528122	0.2595276313256493	Significant
Coq2__1	0.0003193192847927	0.0007	True	5	4	-2.3926014020658375	0.32963639745156686	Significant
Cdc45__1	0.0003200288994452	0.0007	True	5	4	-3.5842407322538152	1.0543378651615551	Significant
Dut__1	0.0003221687594663	0.0007	True	5	3	-2.4769897484282817	0.10804746202403999	Significant
Mrps15__1	0.0003237157402382	0.0007	True	5	5	-1.6862909820055894	0.1647064242270065	Significant
Dad1__1	0.0003240405845859	0.0007	True	5	4	-1.6857538747681025	0.21537763138743649	Significant
Cpsf4__1	0.000325543718556	0.0007	True	5	4	-3.3133878958294667	0.4978860309675037	Significant
Gtpbp3__1	0.000326338080793	0.0007	True	5	4	-2.3317409839113266	0.1262407777478992	Significant
Ube2m__1	0.0003269818406819	0.0007	True	5	4	-1.933523685706735	0.11997800344537966	Significant
Spry1__1	0.0003271996622652	0.0007	True	10	7	-1.048731507497251	0.11141783431007513	Significant
Rock2__1	0.0003272482147179	0.0007	True	5	3	-2.6875996362313095	0.9071883371035534	Significant
Mthfd1__1	0.0003275306928799	0.0007	True	5	5	-3.317632224873457	1.1073748508704138	Significant
Tyms__1	0.0003280138370101	0.0007	True	5	4	-2.847440337931986	0.898114499660334	Significant
Drosha__1	0.0003297608677632	0.0007	True	5	4	-2.266524222050709	0.395726840889824	Significant
Lipt1__1	0.0003307344506694	0.0007	True	5	4	-2.9271985894122907	1.0278378864982596	Significant
Eif2s2__1	0.000331416045507	0.0007	True	4	4	-3.1756543695675585	0.4556708833510726	Significant
Mrps14__1	0.000331926796532	0.0007	True	5	5	-2.671865173744372	0.3381881002130851	Significant
Pyroxd1__1	0.0003362264147496	0.0007	True	5	4	-1.8897857375919727	0.5932306685979667	Significant
LOC100768872__1	0.0003368716204317	0.0007	True	5	3	-1.6213546555112992	1.0442225964923693	Significant
Ube2l3__1	0.0003376402553635	0.0007	True	5	5	-1.866408177052817	0.6261540305254655	Significant
Qrsl1__1	0.0003379557305065	0.0007	True	5	4	-2.5161533514906265	0.9601309320516915	Significant
Nup133__1	0.0003390641008001	0.0007	True	5	4	-2.662702116313661	0.9261876232541623	Significant
Usp9x__1	0.0003404149705161	0.0007	True	5	5	-1.7700191394572815	0.2077895044607471	Significant
LOC113830645__1	0.000340553202567	0.0007	True	5	5	-2.3136578296334602	0.2635723583673384	Significant
Alg2__1	0.0003429893005979	0.0007	True	5	5	-3.531965095720083	0.671313790869156	Significant
